ref_date,geo,assets_and_debts,age,value
2005,"Vancouver, British Columbia",Net Worth (assets less debts),2,163038
2005,"Vancouver, British Columbia",Net Worth (assets less debts),3,86969
2005,"Vancouver, British Columbia",Net Worth (assets less debts),4,158860
2012,"Vancouver, British Columbia",Private pension assets,0,8612
2012,"Vancouver, British Columbia",Private pension assets,1,28753
2012,"Vancouver, British Columbia",Private pension assets,2,48188
2012,"Vancouver, British Columbia",Private pension assets,3,60823
2012,"Vancouver, British Columbia",Private pension assets,4,43209
2012,"Vancouver, British Columbia","Registered Retirement Savings Plans (RRSPs), Registered Retirement Income Funds (RRIFs), Locked-in Retirement Accounts (LIRAs) and other",0,3382
2012,"Vancouver, British Columbia","Registered Retirement Savings Plans (RRSPs), Registered Retirement Income Funds (RRIFs), Locked-in Retirement Accounts (LIRAs) and other",1,9936
2012,"Vancouver, British Columbia","Registered Retirement Savings Plans (RRSPs), Registered Retirement Income Funds (RRIFs), Locked-in Retirement Accounts (LIRAs) and other",2,21890
2012,"Vancouver, British Columbia","Registered Retirement Savings Plans (RRSPs), Registered Retirement Income Funds (RRIFs), Locked-in Retirement Accounts (LIRAs) and other",3,22663
2012,"Vancouver, British Columbia","Registered Retirement Savings Plans (RRSPs), Registered Retirement Income Funds (RRIFs), Locked-in Retirement Accounts (LIRAs) and other",4,15035
2012,"Vancouver, British Columbia",Employer-sponsored Registered Pension Plans (EPPs),0,5230
2012,"Vancouver, British Columbia",Employer-sponsored Registered Pension Plans (EPPs),1,18816
2012,"Vancouver, British Columbia",Employer-sponsored Registered Pension Plans (EPPs),2,26299
2012,"Vancouver, British Columbia",Employer-sponsored Registered Pension Plans (EPPs),3,38161
2012,"Vancouver, British Columbia",Employer-sponsored Registered Pension Plans (EPPs),4,28174
2012,"Vancouver, British Columbia","Financial assets, non pension",0,7092
2012,"Vancouver, British Columbia","Financial assets, non pension",1,15225
2012,"Vancouver, British Columbia","Financial assets, non pension",2,28283
2012,"Vancouver, British Columbia","Financial assets, non pension",3,28584
2012,"Vancouver, British Columbia","Financial assets, non pension",4,27220
2012,"Vancouver, British Columbia",Deposits in financial institutions,0,3403
2012,"Vancouver, British Columbia",Deposits in financial institutions,1,7653
2012,"Vancouver, British Columbia",Deposits in financial institutions,2,7301
2012,"Vancouver, British Columbia",Deposits in financial institutions,3,8477
2012,"Vancouver, British Columbia",Deposits in financial institutions,4,10491
2012,"Vancouver, British Columbia","Mutual funds, investment funds  and income trusts",0,NA
2012,"Vancouver, British Columbia","Mutual funds, investment funds  and income trusts",1,NA
2012,"Vancouver, British Columbia","Mutual funds, investment funds  and income trusts",2,6961
2012,"Vancouver, British Columbia","Mutual funds, investment funds  and income trusts",3,10226
2012,"Vancouver, British Columbia","Mutual funds, investment funds  and income trusts",4,5275
2012,"Vancouver, British Columbia",Stocks,0,NA
2012,"Vancouver, British Columbia",Stocks,1,NA
2012,"Vancouver, British Columbia",Stocks,2,5387
2012,"Vancouver, British Columbia",Stocks,3,5233
2012,"Vancouver, British Columbia",Stocks,4,7652
2012,"Vancouver, British Columbia",Bonds (saving and other),0,NA
2012,"Vancouver, British Columbia",Bonds (saving and other),1,NA
2012,"Vancouver, British Columbia",Bonds (saving and other),2,NA
2012,"Vancouver, British Columbia",Bonds (saving and other),3,NA
2012,"Vancouver, British Columbia",Bonds (saving and other),4,NA
2012,"Vancouver, British Columbia",Tax Free Saving Accounts (TFSA),0,748
2012,"Vancouver, British Columbia",Tax Free Saving Accounts (TFSA),1,651
2012,"Vancouver, British Columbia",Tax Free Saving Accounts (TFSA),2,1237
2012,"Vancouver, British Columbia",Tax Free Saving Accounts (TFSA),3,1377
2012,"Vancouver, British Columbia",Tax Free Saving Accounts (TFSA),4,1210
2012,"Vancouver, British Columbia",Other financial assets,0,1009
2012,"Vancouver, British Columbia",Other financial assets,1,3504
2012,"Vancouver, British Columbia",Other financial assets,2,6878
2012,"Vancouver, British Columbia",Other financial assets,3,2964
2012,"Vancouver, British Columbia",Other financial assets,4,2128
2012,"Vancouver, British Columbia",Non-financial assets,0,68026
2012,"Vancouver, British Columbia",Non-financial assets,1,157074
2012,"Vancouver, British Columbia",Non-financial assets,2,163854
2012,"Vancouver, British Columbia",Non-financial assets,3,121442
2012,"Vancouver, British Columbia",Non-financial assets,4,116624
2012,"Vancouver, British Columbia",Principal residence,0,48437
2012,"Vancouver, British Columbia",Principal residence,1,105963
2012,"Vancouver, British Columbia",Principal residence,2,112555
2012,"Vancouver, British Columbia",Principal residence,3,92399
2012,"Vancouver, British Columbia",Principal residence,4,85630
2012,"Vancouver, British Columbia",Other real estate,0,NA
2012,"Vancouver, British Columbia",Other real estate,1,40972
2012,"Vancouver, British Columbia",Other real estate,2,42581
2012,"Vancouver, British Columbia",Other real estate,3,19752
2012,"Vancouver, British Columbia",Other real estate,4,25262
2012,"Vancouver, British Columbia",Vehicles,0,2950
2012,"Vancouver, British Columbia",Vehicles,1,4504
2012,"Vancouver, British Columbia",Vehicles,2,3925
2012,"Vancouver, British Columbia",Vehicles,3,3715
2012,"Vancouver, British Columbia",Vehicles,4,2627
2012,"Vancouver, British Columbia",Other non-financial assets,0,3613
2012,"Vancouver, British Columbia",Other non-financial assets,1,5635
2012,"Vancouver, British Columbia",Other non-financial assets,2,4793
2012,"Vancouver, British Columbia",Other non-financial assets,3,5576
2012,"Vancouver, British Columbia",Other non-financial assets,4,3104
2012,"Vancouver, British Columbia",Equity in business,0,1951
2012,"Vancouver, British Columbia",Equity in business,1,8874
2012,"Vancouver, British Columbia",Equity in business,2,7474
2012,"Vancouver, British Columbia",Equity in business,3,17669
2012,"Vancouver, British Columbia",Equity in business,4,9295
2012,"Vancouver, British Columbia",Total debts,0,27600
2012,"Vancouver, British Columbia",Total debts,1,57807
2012,"Vancouver, British Columbia",Total debts,2,37367
2012,"Vancouver, British Columbia",Total debts,3,21755
2012,"Vancouver, British Columbia",Total debts,4,9879
2012,"Vancouver, British Columbia",Mortgages,0,21990
2012,"Vancouver, British Columbia",Mortgages,1,51774
2012,"Vancouver, British Columbia",Mortgages,2,31461
2012,"Vancouver, British Columbia",Mortgages,3,16412
2012,"Vancouver, British Columbia",Mortgages,4,NA
2012,"Vancouver, British Columbia",Mortgage on principal residence,0,18312
2012,"Vancouver, British Columbia",Mortgage on principal residence,1,43627
2012,"Vancouver, British Columbia",Mortgage on principal residence,2,25661
2012,"Vancouver, British Columbia",Mortgage on principal residence,3,13186
2012,"Vancouver, British Columbia",Mortgage on principal residence,4,NA
2012,"Vancouver, British Columbia",Mortgage on other real estate,0,NA
2012,"Vancouver, British Columbia",Mortgage on other real estate,1,NA
2012,"Vancouver, British Columbia",Mortgage on other real estate,2,5800
2012,"Vancouver, British Columbia",Mortgage on other real estate,3,NA
2012,"Vancouver, British Columbia",Mortgage on other real estate,4,NA
2012,"Vancouver, British Columbia",Line of credit,0,1472
2012,"Vancouver, British Columbia",Line of credit,1,3137
2012,"Vancouver, British Columbia",Line of credit,2,3482
2012,"Vancouver, British Columbia",Line of credit,3,3669
2012,"Vancouver, British Columbia",Line of credit,4,NA
2012,"Vancouver, British Columbia",Credit card and installment debt,0,632
2012,"Vancouver, British Columbia",Credit card and installment debt,1,689
2012,"Vancouver, British Columbia",Credit card and installment debt,2,619
2012,"Vancouver, British Columbia",Credit card and installment debt,3,552
2012,"Vancouver, British Columbia",Credit card and installment debt,4,NA
2012,"Vancouver, British Columbia",Student loans,0,2240
2012,"Vancouver, British Columbia",Student loans,1,NA
2012,"Vancouver, British Columbia",Student loans,2,NA
2012,"Vancouver, British Columbia",Student loans,3,NA
2012,"Vancouver, British Columbia",Student loans,4,NA
2012,"Vancouver, British Columbia",Vehicle loans,0,1070
2012,"Vancouver, British Columbia",Vehicle loans,1,1523
2012,"Vancouver, British Columbia",Vehicle loans,2,1112
2012,"Vancouver, British Columbia",Vehicle loans,3,566
2012,"Vancouver, British Columbia",Vehicle loans,4,NA
2012,"Vancouver, British Columbia",Other debt,0,NA
2012,"Vancouver, British Columbia",Other debt,1,NA
2012,"Vancouver, British Columbia",Other debt,2,NA
2012,"Vancouver, British Columbia",Other debt,3,NA
2012,"Vancouver, British Columbia",Other debt,4,NA
2012,"Vancouver, British Columbia",Net Worth (assets less debts),0,58081
2012,"Vancouver, British Columbia",Net Worth (assets less debts),1,152119
2012,"Vancouver, British Columbia",Net Worth (assets less debts),2,210432
2012,"Vancouver, British Columbia",Net Worth (assets less debts),3,206764
2012,"Vancouver, British Columbia",Net Worth (assets less debts),4,186469
2016,"Vancouver, British Columbia",Private pension assets,0,10648
2016,"Vancouver, British Columbia",Private pension assets,1,30382
2016,"Vancouver, British Columbia",Private pension assets,2,62519
2016,"Vancouver, British Columbia",Private pension assets,3,60556
2016,"Vancouver, British Columbia",Private pension assets,4,68434
2016,"Vancouver, British Columbia","Registered Retirement Savings Plans (RRSPs), Registered Retirement Income Funds (RRIFs), Locked-in Retirement Accounts (LIRAs) and other",0,5590
2016,"Vancouver, British Columbia","Registered Retirement Savings Plans (RRSPs), Registered Retirement Income Funds (RRIFs), Locked-in Retirement Accounts (LIRAs) and other",1,13999
2016,"Vancouver, British Columbia","Registered Retirement Savings Plans (RRSPs), Registered Retirement Income Funds (RRIFs), Locked-in Retirement Accounts (LIRAs) and other",2,28246
2016,"Vancouver, British Columbia","Registered Retirement Savings Plans (RRSPs), Registered Retirement Income Funds (RRIFs), Locked-in Retirement Accounts (LIRAs) and other",3,20122
2016,"Vancouver, British Columbia","Registered Retirement Savings Plans (RRSPs), Registered Retirement Income Funds (RRIFs), Locked-in Retirement Accounts (LIRAs) and other",4,35755
2016,"Vancouver, British Columbia",Employer-sponsored Registered Pension Plans (EPPs),0,5058
2016,"Vancouver, British Columbia",Employer-sponsored Registered Pension Plans (EPPs),1,16383
2016,"Vancouver, British Columbia",Employer-sponsored Registered Pension Plans (EPPs),2,34273
2016,"Vancouver, British Columbia",Employer-sponsored Registered Pension Plans (EPPs),3,40434
2016,"Vancouver, British Columbia",Employer-sponsored Registered Pension Plans (EPPs),4,32678
2016,"Vancouver, British Columbia","Financial assets, non pension",0,17812
2016,"Vancouver, British Columbia","Financial assets, non pension",1,21319
2016,"Vancouver, British Columbia","Financial assets, non pension",2,22038
2016,"Vancouver, British Columbia","Financial assets, non pension",3,26348
2016,"Vancouver, British Columbia","Financial assets, non pension",4,36423
2016,"Vancouver, British Columbia",Deposits in financial institutions,0,7605
2016,"Vancouver, British Columbia",Deposits in financial institutions,1,6693
2016,"Vancouver, British Columbia",Deposits in financial institutions,2,7586
2016,"Vancouver, British Columbia",Deposits in financial institutions,3,8295
2016,"Vancouver, British Columbia",Deposits in financial institutions,4,9015
2016,"Vancouver, British Columbia","Mutual funds, investment funds  and income trusts",0,NA
2016,"Vancouver, British Columbia","Mutual funds, investment funds  and income trusts",1,NA
2016,"Vancouver, British Columbia","Mutual funds, investment funds  and income trusts",2,NA
2016,"Vancouver, British Columbia","Mutual funds, investment funds  and income trusts",3,9003
2016,"Vancouver, British Columbia","Mutual funds, investment funds  and income trusts",4,14322
2016,"Vancouver, British Columbia",Stocks,0,NA
2016,"Vancouver, British Columbia",Stocks,1,NA
2016,"Vancouver, British Columbia",Stocks,2,NA
2016,"Vancouver, British Columbia",Stocks,3,NA
2016,"Vancouver, British Columbia",Stocks,4,NA
2016,"Vancouver, British Columbia",Bonds (saving and other),0,NA
2016,"Vancouver, British Columbia",Bonds (saving and other),1,NA
2016,"Vancouver, British Columbia",Bonds (saving and other),2,NA
2016,"Vancouver, British Columbia",Bonds (saving and other),3,NA
2016,"Vancouver, British Columbia",Bonds (saving and other),4,NA
2016,"Vancouver, British Columbia",Tax Free Saving Accounts (TFSA),0,2013
2016,"Vancouver, British Columbia",Tax Free Saving Accounts (TFSA),1,1910
2016,"Vancouver, British Columbia",Tax Free Saving Accounts (TFSA),2,2291
2016,"Vancouver, British Columbia",Tax Free Saving Accounts (TFSA),3,2410
2016,"Vancouver, British Columbia",Tax Free Saving Accounts (TFSA),4,4374
2016,"Vancouver, British Columbia",Other financial assets,0,7327
2016,"Vancouver, British Columbia",Other financial assets,1,2327
2016,"Vancouver, British Columbia",Other financial assets,2,4269
2016,"Vancouver, British Columbia",Other financial assets,3,2877
2016,"Vancouver, British Columbia",Other financial assets,4,NA
2016,"Vancouver, British Columbia",Non-financial assets,0,92108
2016,"Vancouver, British Columbia",Non-financial assets,1,139882
2016,"Vancouver, British Columbia",Non-financial assets,2,249270
2016,"Vancouver, British Columbia",Non-financial assets,3,177798
2016,"Vancouver, British Columbia",Non-financial assets,4,171604
2016,"Vancouver, British Columbia",Principal residence,0,55754
2016,"Vancouver, British Columbia",Principal residence,1,110232
2016,"Vancouver, British Columbia",Principal residence,2,186631
2016,"Vancouver, British Columbia",Principal residence,3,116337
2016,"Vancouver, British Columbia",Principal residence,4,147467
2016,"Vancouver, British Columbia",Other real estate,0,NA
2016,"Vancouver, British Columbia",Other real estate,1,23064
2016,"Vancouver, British Columbia",Other real estate,2,52128
2016,"Vancouver, British Columbia",Other real estate,3,52377
2016,"Vancouver, British Columbia",Other real estate,4,16025
2016,"Vancouver, British Columbia",Vehicles,0,2822
2016,"Vancouver, British Columbia",Vehicles,1,3636
2016,"Vancouver, British Columbia",Vehicles,2,4781
2016,"Vancouver, British Columbia",Vehicles,3,3899
2016,"Vancouver, British Columbia",Vehicles,4,3050
2016,"Vancouver, British Columbia",Other non-financial assets,0,3253
2016,"Vancouver, British Columbia",Other non-financial assets,1,2950
2016,"Vancouver, British Columbia",Other non-financial assets,2,5730
2016,"Vancouver, British Columbia",Other non-financial assets,3,5184
2016,"Vancouver, British Columbia",Other non-financial assets,4,5062
2016,"Vancouver, British Columbia",Equity in business,0,5781
2016,"Vancouver, British Columbia",Equity in business,1,10051
2016,"Vancouver, British Columbia",Equity in business,2,12448
2016,"Vancouver, British Columbia",Equity in business,3,38599
2016,"Vancouver, British Columbia",Equity in business,4,NA
2016,"Vancouver, British Columbia",Total debts,0,33461
2016,"Vancouver, British Columbia",Total debts,1,44229
2016,"Vancouver, British Columbia",Total debts,2,62328
2016,"Vancouver, British Columbia",Total debts,3,22955
2016,"Vancouver, British Columbia",Total debts,4,9035
2016,"Vancouver, British Columbia",Mortgages,0,27771
2016,"Vancouver, British Columbia",Mortgages,1,39811
2016,"Vancouver, British Columbia",Mortgages,2,54064
2016,"Vancouver, British Columbia",Mortgages,3,19090
2016,"Vancouver, British Columbia",Mortgages,4,NA
2016,"Vancouver, British Columbia",Mortgage on principal residence,0,20548
2016,"Vancouver, British Columbia",Mortgage on principal residence,1,35378
2016,"Vancouver, British Columbia",Mortgage on principal residence,2,39371
2016,"Vancouver, British Columbia",Mortgage on principal residence,3,10606
2016,"Vancouver, British Columbia",Mortgage on principal residence,4,NA
2016,"Vancouver, British Columbia",Mortgage on other real estate,0,NA
2016,"Vancouver, British Columbia",Mortgage on other real estate,1,NA
2016,"Vancouver, British Columbia",Mortgage on other real estate,2,NA
2016,"Vancouver, British Columbia",Mortgage on other real estate,3,NA
2016,"Vancouver, British Columbia",Mortgage on other real estate,4,NA
2016,"Vancouver, British Columbia",Line of credit,0,NA
2016,"Vancouver, British Columbia",Line of credit,1,2473
2016,"Vancouver, British Columbia",Line of credit,2,5183
2016,"Vancouver, British Columbia",Line of credit,3,2544
2016,"Vancouver, British Columbia",Line of credit,4,NA
2016,"Vancouver, British Columbia",Credit card and installment debt,0,648
2016,"Vancouver, British Columbia",Credit card and installment debt,1,470
2016,"Vancouver, British Columbia",Credit card and installment debt,2,834
2016,"Vancouver, British Columbia",Credit card and installment debt,3,349
2016,"Vancouver, British Columbia",Credit card and installment debt,4,NA
2016,"Vancouver, British Columbia",Student loans,0,1349
2016,"Vancouver, British Columbia",Student loans,1,NA
2016,"Vancouver, British Columbia",Student loans,2,NA
2016,"Vancouver, British Columbia",Student loans,3,NA
2016,"Vancouver, British Columbia",Student loans,4,NA
2016,"Vancouver, British Columbia",Vehicle loans,0,1257
2016,"Vancouver, British Columbia",Vehicle loans,1,1176
2016,"Vancouver, British Columbia",Vehicle loans,2,896
2016,"Vancouver, British Columbia",Vehicle loans,3,521
2016,"Vancouver, British Columbia",Vehicle loans,4,NA
2016,"Vancouver, British Columbia",Other debt,0,NA
2016,"Vancouver, British Columbia",Other debt,1,NA
2016,"Vancouver, British Columbia",Other debt,2,NA
2016,"Vancouver, British Columbia",Other debt,3,NA
2016,"Vancouver, British Columbia",Other debt,4,NA
2016,"Vancouver, British Columbia",Net Worth (assets less debts),0,92888
2016,"Vancouver, British Columbia",Net Worth (assets less debts),1,157405
2016,"Vancouver, British Columbia",Net Worth (assets less debts),2,283947
2016,"Vancouver, British Columbia",Net Worth (assets less debts),3,280346
2016,"Vancouver, British Columbia",Net Worth (assets less debts),4,271880
1999,"Calgary, Alberta",Private pension assets,0,2449
1999,"Calgary, Alberta",Private pension assets,1,7344
1999,"Calgary, Alberta",Private pension assets,2,11551
1999,"Calgary, Alberta",Private pension assets,3,9467
1999,"Calgary, Alberta",Private pension assets,4,7242
1999,"Calgary, Alberta","Registered Retirement Savings Plans (RRSPs), Registered Retirement Income Funds (RRIFs), Locked-in Retirement Accounts (LIRAs) and other",0,1678
1999,"Calgary, Alberta","Registered Retirement Savings Plans (RRSPs), Registered Retirement Income Funds (RRIFs), Locked-in Retirement Accounts (LIRAs) and other",1,4637
1999,"Calgary, Alberta","Registered Retirement Savings Plans (RRSPs), Registered Retirement Income Funds (RRIFs), Locked-in Retirement Accounts (LIRAs) and other",2,7303
1999,"Calgary, Alberta","Registered Retirement Savings Plans (RRSPs), Registered Retirement Income Funds (RRIFs), Locked-in Retirement Accounts (LIRAs) and other",3,4187
1999,"Calgary, Alberta","Registered Retirement Savings Plans (RRSPs), Registered Retirement Income Funds (RRIFs), Locked-in Retirement Accounts (LIRAs) and other",4,2525
1999,"Calgary, Alberta",Employer-sponsored Registered Pension Plans (EPPs),0,771
1999,"Calgary, Alberta",Employer-sponsored Registered Pension Plans (EPPs),1,2707
1999,"Calgary, Alberta",Employer-sponsored Registered Pension Plans (EPPs),2,4248
1999,"Calgary, Alberta",Employer-sponsored Registered Pension Plans (EPPs),3,5279
1999,"Calgary, Alberta",Employer-sponsored Registered Pension Plans (EPPs),4,4717
1999,"Calgary, Alberta","Financial assets, non pension",0,2440
1999,"Calgary, Alberta","Financial assets, non pension",1,4972
1999,"Calgary, Alberta","Financial assets, non pension",2,5516
1999,"Calgary, Alberta","Financial assets, non pension",3,2429
1999,"Calgary, Alberta","Financial assets, non pension",4,5124
1999,"Calgary, Alberta",Deposits in financial institutions,0,629
1999,"Calgary, Alberta",Deposits in financial institutions,1,1368
1999,"Calgary, Alberta",Deposits in financial institutions,2,1238
1999,"Calgary, Alberta",Deposits in financial institutions,3,1196
1999,"Calgary, Alberta",Deposits in financial institutions,4,2620
1999,"Calgary, Alberta","Mutual funds, investment funds  and income trusts",0,NA
1999,"Calgary, Alberta","Mutual funds, investment funds  and income trusts",1,826
1999,"Calgary, Alberta","Mutual funds, investment funds  and income trusts",2,698
1999,"Calgary, Alberta","Mutual funds, investment funds  and income trusts",3,NA
1999,"Calgary, Alberta","Mutual funds, investment funds  and income trusts",4,NA
1999,"Calgary, Alberta",Stocks,0,1222
1999,"Calgary, Alberta",Stocks,1,1470
1999,"Calgary, Alberta",Stocks,2,1590
1999,"Calgary, Alberta",Stocks,3,NA
1999,"Calgary, Alberta",Stocks,4,1354
1999,"Calgary, Alberta",Bonds (saving and other),0,NA
1999,"Calgary, Alberta",Bonds (saving and other),1,NA
1999,"Calgary, Alberta",Bonds (saving and other),2,531
1999,"Calgary, Alberta",Bonds (saving and other),3,NA
1999,"Calgary, Alberta",Bonds (saving and other),4,NA
1999,"Calgary, Alberta",Tax Free Saving Accounts (TFSA),0,NA
1999,"Calgary, Alberta",Tax Free Saving Accounts (TFSA),1,NA
1999,"Calgary, Alberta",Tax Free Saving Accounts (TFSA),2,NA
1999,"Calgary, Alberta",Tax Free Saving Accounts (TFSA),3,NA
1999,"Calgary, Alberta",Tax Free Saving Accounts (TFSA),4,NA
1999,"Calgary, Alberta",Other financial assets,0,315
1999,"Calgary, Alberta",Other financial assets,1,1265
1999,"Calgary, Alberta",Other financial assets,2,1459
1999,"Calgary, Alberta",Other financial assets,3,NA
1999,"Calgary, Alberta",Other financial assets,4,NA
1999,"Calgary, Alberta",Non-financial assets,0,14910
1999,"Calgary, Alberta",Non-financial assets,1,24882
1999,"Calgary, Alberta",Non-financial assets,2,19234
1999,"Calgary, Alberta",Non-financial assets,3,9795
1999,"Calgary, Alberta",Non-financial assets,4,8970
1999,"Calgary, Alberta",Principal residence,0,9287
1999,"Calgary, Alberta",Principal residence,1,16945
1999,"Calgary, Alberta",Principal residence,2,13249
1999,"Calgary, Alberta",Principal residence,3,7090
1999,"Calgary, Alberta",Principal residence,4,6569
1999,"Calgary, Alberta",Other real estate,0,NA
1999,"Calgary, Alberta",Other real estate,1,2904
1999,"Calgary, Alberta",Other real estate,2,2582
1999,"Calgary, Alberta",Other real estate,3,NA
1999,"Calgary, Alberta",Other real estate,4,NA
1999,"Calgary, Alberta",Vehicles,0,1523
1999,"Calgary, Alberta",Vehicles,1,1844
1999,"Calgary, Alberta",Vehicles,2,1431
1999,"Calgary, Alberta",Vehicles,3,585
1999,"Calgary, Alberta",Vehicles,4,473
1999,"Calgary, Alberta",Other non-financial assets,0,2275
1999,"Calgary, Alberta",Other non-financial assets,1,3188
1999,"Calgary, Alberta",Other non-financial assets,2,1973
1999,"Calgary, Alberta",Other non-financial assets,3,708
1999,"Calgary, Alberta",Other non-financial assets,4,1009
1999,"Calgary, Alberta",Equity in business,0,989
1999,"Calgary, Alberta",Equity in business,1,12582
1999,"Calgary, Alberta",Equity in business,2,2577
1999,"Calgary, Alberta",Equity in business,3,NA
1999,"Calgary, Alberta",Equity in business,4,NA
1999,"Calgary, Alberta",Total debts,0,7613
1999,"Calgary, Alberta",Total debts,1,10407
1999,"Calgary, Alberta",Total debts,2,5564
1999,"Calgary, Alberta",Total debts,3,1606
1999,"Calgary, Alberta",Total debts,4,NA
1999,"Calgary, Alberta",Mortgages,0,6049
1999,"Calgary, Alberta",Mortgages,1,8700
1999,"Calgary, Alberta",Mortgages,2,4328
1999,"Calgary, Alberta",Mortgages,3,NA
1999,"Calgary, Alberta",Mortgages,4,NA
1999,"Calgary, Alberta",Mortgage on principal residence,0,5708
1999,"Calgary, Alberta",Mortgage on principal residence,1,7562
1999,"Calgary, Alberta",Mortgage on principal residence,2,3581
1999,"Calgary, Alberta",Mortgage on principal residence,3,NA
1999,"Calgary, Alberta",Mortgage on principal residence,4,NA
1999,"Calgary, Alberta",Mortgage on other real estate,0,NA
1999,"Calgary, Alberta",Mortgage on other real estate,1,NA
