ref_date,geo,assets_and_debts,age,value
1999,"Calgary, Alberta",Mortgage on other real estate,2,NA
1999,"Calgary, Alberta",Mortgage on other real estate,3,NA
1999,"Calgary, Alberta",Mortgage on other real estate,4,NA
1999,"Calgary, Alberta",Line of credit,0,261
1999,"Calgary, Alberta",Line of credit,1,599
1999,"Calgary, Alberta",Line of credit,2,550
1999,"Calgary, Alberta",Line of credit,3,NA
1999,"Calgary, Alberta",Line of credit,4,NA
1999,"Calgary, Alberta",Credit card and installment debt,0,258
1999,"Calgary, Alberta",Credit card and installment debt,1,303
1999,"Calgary, Alberta",Credit card and installment debt,2,145
1999,"Calgary, Alberta",Credit card and installment debt,3,NA
1999,"Calgary, Alberta",Credit card and installment debt,4,NA
1999,"Calgary, Alberta",Student loans,0,394
1999,"Calgary, Alberta",Student loans,1,NA
1999,"Calgary, Alberta",Student loans,2,NA
1999,"Calgary, Alberta",Student loans,3,NA
1999,"Calgary, Alberta",Student loans,4,NA
1999,"Calgary, Alberta",Vehicle loans,0,451
1999,"Calgary, Alberta",Vehicle loans,1,547
1999,"Calgary, Alberta",Vehicle loans,2,315
1999,"Calgary, Alberta",Vehicle loans,3,NA
1999,"Calgary, Alberta",Vehicle loans,4,NA
1999,"Calgary, Alberta",Other debt,0,199
1999,"Calgary, Alberta",Other debt,1,NA
1999,"Calgary, Alberta",Other debt,2,NA
1999,"Calgary, Alberta",Other debt,3,NA
1999,"Calgary, Alberta",Other debt,4,NA
1999,"Calgary, Alberta",Net Worth (assets less debts),0,13175
1999,"Calgary, Alberta",Net Worth (assets less debts),1,39373
1999,"Calgary, Alberta",Net Worth (assets less debts),2,33314
1999,"Calgary, Alberta",Net Worth (assets less debts),3,21760
1999,"Calgary, Alberta",Net Worth (assets less debts),4,21867
2005,"Calgary, Alberta",Private pension assets,0,NA
2005,"Calgary, Alberta",Private pension assets,1,9411
2005,"Calgary, Alberta",Private pension assets,2,17385
2005,"Calgary, Alberta",Private pension assets,3,22258
2005,"Calgary, Alberta",Private pension assets,4,14019
2005,"Calgary, Alberta","Registered Retirement Savings Plans (RRSPs), Registered Retirement Income Funds (RRIFs), Locked-in Retirement Accounts (LIRAs) and other",0,NA
2005,"Calgary, Alberta","Registered Retirement Savings Plans (RRSPs), Registered Retirement Income Funds (RRIFs), Locked-in Retirement Accounts (LIRAs) and other",1,7263
2005,"Calgary, Alberta","Registered Retirement Savings Plans (RRSPs), Registered Retirement Income Funds (RRIFs), Locked-in Retirement Accounts (LIRAs) and other",2,8876
2005,"Calgary, Alberta","Registered Retirement Savings Plans (RRSPs), Registered Retirement Income Funds (RRIFs), Locked-in Retirement Accounts (LIRAs) and other",3,8117
2005,"Calgary, Alberta","Registered Retirement Savings Plans (RRSPs), Registered Retirement Income Funds (RRIFs), Locked-in Retirement Accounts (LIRAs) and other",4,4232
2005,"Calgary, Alberta",Employer-sponsored Registered Pension Plans (EPPs),0,NA
2005,"Calgary, Alberta",Employer-sponsored Registered Pension Plans (EPPs),1,NA
2005,"Calgary, Alberta",Employer-sponsored Registered Pension Plans (EPPs),2,NA
2005,"Calgary, Alberta",Employer-sponsored Registered Pension Plans (EPPs),3,NA
2005,"Calgary, Alberta",Employer-sponsored Registered Pension Plans (EPPs),4,NA
2005,"Calgary, Alberta","Financial assets, non pension",0,1035
2005,"Calgary, Alberta","Financial assets, non pension",1,13242
2005,"Calgary, Alberta","Financial assets, non pension",2,10188
2005,"Calgary, Alberta","Financial assets, non pension",3,7522
2005,"Calgary, Alberta","Financial assets, non pension",4,5928
2005,"Calgary, Alberta",Deposits in financial institutions,0,688
2005,"Calgary, Alberta",Deposits in financial institutions,1,867
2005,"Calgary, Alberta",Deposits in financial institutions,2,2586
2005,"Calgary, Alberta",Deposits in financial institutions,3,1947
2005,"Calgary, Alberta",Deposits in financial institutions,4,1209
2005,"Calgary, Alberta","Mutual funds, investment funds  and income trusts",0,NA
2005,"Calgary, Alberta","Mutual funds, investment funds  and income trusts",1,NA
2005,"Calgary, Alberta","Mutual funds, investment funds  and income trusts",2,NA
2005,"Calgary, Alberta","Mutual funds, investment funds  and income trusts",3,NA
2005,"Calgary, Alberta","Mutual funds, investment funds  and income trusts",4,NA
2005,"Calgary, Alberta",Stocks,0,NA
2005,"Calgary, Alberta",Stocks,1,NA
2005,"Calgary, Alberta",Stocks,2,NA
2005,"Calgary, Alberta",Stocks,3,NA
2005,"Calgary, Alberta",Stocks,4,NA
2005,"Calgary, Alberta",Bonds (saving and other),0,NA
2005,"Calgary, Alberta",Bonds (saving and other),1,NA
2005,"Calgary, Alberta",Bonds (saving and other),2,NA
2005,"Calgary, Alberta",Bonds (saving and other),3,NA
2005,"Calgary, Alberta",Bonds (saving and other),4,NA
2005,"Calgary, Alberta",Tax Free Saving Accounts (TFSA),0,NA
2005,"Calgary, Alberta",Tax Free Saving Accounts (TFSA),1,NA
2005,"Calgary, Alberta",Tax Free Saving Accounts (TFSA),2,NA
2005,"Calgary, Alberta",Tax Free Saving Accounts (TFSA),3,NA
2005,"Calgary, Alberta",Tax Free Saving Accounts (TFSA),4,NA
2005,"Calgary, Alberta",Other financial assets,0,NA
2005,"Calgary, Alberta",Other financial assets,1,NA
2005,"Calgary, Alberta",Other financial assets,2,NA
2005,"Calgary, Alberta",Other financial assets,3,NA
2005,"Calgary, Alberta",Other financial assets,4,NA
2005,"Calgary, Alberta",Non-financial assets,0,15704
2005,"Calgary, Alberta",Non-financial assets,1,28031
2005,"Calgary, Alberta",Non-financial assets,2,37303
2005,"Calgary, Alberta",Non-financial assets,3,25505
2005,"Calgary, Alberta",Non-financial assets,4,15999
2005,"Calgary, Alberta",Principal residence,0,NA
2005,"Calgary, Alberta",Principal residence,1,15810
2005,"Calgary, Alberta",Principal residence,2,28819
2005,"Calgary, Alberta",Principal residence,3,17379
2005,"Calgary, Alberta",Principal residence,4,11287
2005,"Calgary, Alberta",Other real estate,0,NA
2005,"Calgary, Alberta",Other real estate,1,NA
2005,"Calgary, Alberta",Other real estate,2,NA
2005,"Calgary, Alberta",Other real estate,3,NA
2005,"Calgary, Alberta",Other real estate,4,NA
2005,"Calgary, Alberta",Vehicles,0,1357
2005,"Calgary, Alberta",Vehicles,1,1956
2005,"Calgary, Alberta",Vehicles,2,2369
2005,"Calgary, Alberta",Vehicles,3,1205
2005,"Calgary, Alberta",Vehicles,4,411
2005,"Calgary, Alberta",Other non-financial assets,0,2030
2005,"Calgary, Alberta",Other non-financial assets,1,2746
2005,"Calgary, Alberta",Other non-financial assets,2,3190
2005,"Calgary, Alberta",Other non-financial assets,3,2349
2005,"Calgary, Alberta",Other non-financial assets,4,1210
2005,"Calgary, Alberta",Equity in business,0,NA
2005,"Calgary, Alberta",Equity in business,1,NA
2005,"Calgary, Alberta",Equity in business,2,NA
2005,"Calgary, Alberta",Equity in business,3,NA
2005,"Calgary, Alberta",Equity in business,4,NA
2005,"Calgary, Alberta",Total debts,0,8159
2005,"Calgary, Alberta",Total debts,1,8096
2005,"Calgary, Alberta",Total debts,2,10457
2005,"Calgary, Alberta",Total debts,3,NA
2005,"Calgary, Alberta",Total debts,4,NA
2005,"Calgary, Alberta",Mortgages,0,NA
2005,"Calgary, Alberta",Mortgages,1,NA
2005,"Calgary, Alberta",Mortgages,2,8477
2005,"Calgary, Alberta",Mortgages,3,NA
2005,"Calgary, Alberta",Mortgages,4,NA
2005,"Calgary, Alberta",Mortgage on principal residence,0,NA
2005,"Calgary, Alberta",Mortgage on principal residence,1,NA
2005,"Calgary, Alberta",Mortgage on principal residence,2,7826
2005,"Calgary, Alberta",Mortgage on principal residence,3,NA
2005,"Calgary, Alberta",Mortgage on principal residence,4,NA
2005,"Calgary, Alberta",Mortgage on other real estate,0,NA
2005,"Calgary, Alberta",Mortgage on other real estate,1,NA
2005,"Calgary, Alberta",Mortgage on other real estate,2,NA
2005,"Calgary, Alberta",Mortgage on other real estate,3,NA
2005,"Calgary, Alberta",Mortgage on other real estate,4,NA
2005,"Calgary, Alberta",Line of credit,0,NA
2005,"Calgary, Alberta",Line of credit,1,NA
2005,"Calgary, Alberta",Line of credit,2,NA
2005,"Calgary, Alberta",Line of credit,3,NA
2005,"Calgary, Alberta",Line of credit,4,NA
2005,"Calgary, Alberta",Credit card and installment debt,0,NA
2005,"Calgary, Alberta",Credit card and installment debt,1,NA
2005,"Calgary, Alberta",Credit card and installment debt,2,NA
2005,"Calgary, Alberta",Credit card and installment debt,3,NA
2005,"Calgary, Alberta",Credit card and installment debt,4,NA
2005,"Calgary, Alberta",Student loans,0,NA
2005,"Calgary, Alberta",Student loans,1,NA
2005,"Calgary, Alberta",Student loans,2,NA
2005,"Calgary, Alberta",Student loans,3,NA
2005,"Calgary, Alberta",Student loans,4,NA
2005,"Calgary, Alberta",Vehicle loans,0,NA
2005,"Calgary, Alberta",Vehicle loans,1,NA
2005,"Calgary, Alberta",Vehicle loans,2,NA
2005,"Calgary, Alberta",Vehicle loans,3,NA
2005,"Calgary, Alberta",Vehicle loans,4,NA
2005,"Calgary, Alberta",Other debt,0,NA
2005,"Calgary, Alberta",Other debt,1,NA
2005,"Calgary, Alberta",Other debt,2,NA
2005,"Calgary, Alberta",Other debt,3,NA
2005,"Calgary, Alberta",Other debt,4,NA
2005,"Calgary, Alberta",Net Worth (assets less debts),0,10942
2005,"Calgary, Alberta",Net Worth (assets less debts),1,44326
2005,"Calgary, Alberta",Net Worth (assets less debts),2,56168
2005,"Calgary, Alberta",Net Worth (assets less debts),3,56264
2005,"Calgary, Alberta",Net Worth (assets less debts),4,36386
2012,"Calgary, Alberta",Private pension assets,0,7473
2012,"Calgary, Alberta",Private pension assets,1,12396
2012,"Calgary, Alberta",Private pension assets,2,26575
2012,"Calgary, Alberta",Private pension assets,3,27039
2012,"Calgary, Alberta",Private pension assets,4,21212
2012,"Calgary, Alberta","Registered Retirement Savings Plans (RRSPs), Registered Retirement Income Funds (RRIFs), Locked-in Retirement Accounts (LIRAs) and other",0,3117
2012,"Calgary, Alberta","Registered Retirement Savings Plans (RRSPs), Registered Retirement Income Funds (RRIFs), Locked-in Retirement Accounts (LIRAs) and other",1,8321
2012,"Calgary, Alberta","Registered Retirement Savings Plans (RRSPs), Registered Retirement Income Funds (RRIFs), Locked-in Retirement Accounts (LIRAs) and other",2,14653
2012,"Calgary, Alberta","Registered Retirement Savings Plans (RRSPs), Registered Retirement Income Funds (RRIFs), Locked-in Retirement Accounts (LIRAs) and other",3,14697
2012,"Calgary, Alberta","Registered Retirement Savings Plans (RRSPs), Registered Retirement Income Funds (RRIFs), Locked-in Retirement Accounts (LIRAs) and other",4,13063
2012,"Calgary, Alberta",Employer-sponsored Registered Pension Plans (EPPs),0,4356
2012,"Calgary, Alberta",Employer-sponsored Registered Pension Plans (EPPs),1,4075
2012,"Calgary, Alberta",Employer-sponsored Registered Pension Plans (EPPs),2,11922
2012,"Calgary, Alberta",Employer-sponsored Registered Pension Plans (EPPs),3,12342
2012,"Calgary, Alberta",Employer-sponsored Registered Pension Plans (EPPs),4,8149
2012,"Calgary, Alberta","Financial assets, non pension",0,4203
2012,"Calgary, Alberta","Financial assets, non pension",1,6042
2012,"Calgary, Alberta","Financial assets, non pension",2,17896
2012,"Calgary, Alberta","Financial assets, non pension",3,11212
2012,"Calgary, Alberta","Financial assets, non pension",4,20024
2012,"Calgary, Alberta",Deposits in financial institutions,0,1679
2012,"Calgary, Alberta",Deposits in financial institutions,1,2489
2012,"Calgary, Alberta",Deposits in financial institutions,2,3882
2012,"Calgary, Alberta",Deposits in financial institutions,3,2756
2012,"Calgary, Alberta",Deposits in financial institutions,4,4707
2012,"Calgary, Alberta","Mutual funds, investment funds  and income trusts",0,NA
2012,"Calgary, Alberta","Mutual funds, investment funds  and income trusts",1,NA
2012,"Calgary, Alberta","Mutual funds, investment funds  and income trusts",2,6875
2012,"Calgary, Alberta","Mutual funds, investment funds  and income trusts",3,NA
2012,"Calgary, Alberta","Mutual funds, investment funds  and income trusts",4,NA
2012,"Calgary, Alberta",Stocks,0,NA
2012,"Calgary, Alberta",Stocks,1,NA
2012,"Calgary, Alberta",Stocks,2,2787
2012,"Calgary, Alberta",Stocks,3,NA
2012,"Calgary, Alberta",Stocks,4,NA
2012,"Calgary, Alberta",Bonds (saving and other),0,NA
2012,"Calgary, Alberta",Bonds (saving and other),1,NA
2012,"Calgary, Alberta",Bonds (saving and other),2,NA
2012,"Calgary, Alberta",Bonds (saving and other),3,NA
2012,"Calgary, Alberta",Bonds (saving and other),4,NA
2012,"Calgary, Alberta",Tax Free Saving Accounts (TFSA),0,NA
2012,"Calgary, Alberta",Tax Free Saving Accounts (TFSA),1,NA
2012,"Calgary, Alberta",Tax Free Saving Accounts (TFSA),2,900
2012,"Calgary, Alberta",Tax Free Saving Accounts (TFSA),3,723
2012,"Calgary, Alberta",Tax Free Saving Accounts (TFSA),4,632
2012,"Calgary, Alberta",Other financial assets,0,NA
2012,"Calgary, Alberta",Other financial assets,1,1197
2012,"Calgary, Alberta",Other financial assets,2,3341
2012,"Calgary, Alberta",Other financial assets,3,2716
2012,"Calgary, Alberta",Other financial assets,4,NA
2012,"Calgary, Alberta",Non-financial assets,0,35636
2012,"Calgary, Alberta",Non-financial assets,1,61020
2012,"Calgary, Alberta",Non-financial assets,2,64945
2012,"Calgary, Alberta",Non-financial assets,3,39734
2012,"Calgary, Alberta",Non-financial assets,4,31883
2012,"Calgary, Alberta",Principal residence,0,NA
2012,"Calgary, Alberta",Principal residence,1,43282
2012,"Calgary, Alberta",Principal residence,2,45640
2012,"Calgary, Alberta",Principal residence,3,27970
2012,"Calgary, Alberta",Principal residence,4,22997
2012,"Calgary, Alberta",Other real estate,0,NA
2012,"Calgary, Alberta",Other real estate,1,NA
2012,"Calgary, Alberta",Other real estate,2,11892
2012,"Calgary, Alberta",Other real estate,3,7391
2012,"Calgary, Alberta",Other real estate,4,NA
2012,"Calgary, Alberta",Vehicles,0,2555
2012,"Calgary, Alberta",Vehicles,1,3324
2012,"Calgary, Alberta",Vehicles,2,2662
2012,"Calgary, Alberta",Vehicles,3,1852
2012,"Calgary, Alberta",Vehicles,4,1069
2012,"Calgary, Alberta",Other non-financial assets,0,3416
2012,"Calgary, Alberta",Other non-financial assets,1,3578
2012,"Calgary, Alberta",Other non-financial assets,2,4751
2012,"Calgary, Alberta",Other non-financial assets,3,2521
2012,"Calgary, Alberta",Other non-financial assets,4,2234
2012,"Calgary, Alberta",Equity in business,0,NA
2012,"Calgary, Alberta",Equity in business,1,NA
2012,"Calgary, Alberta",Equity in business,2,5320
2012,"Calgary, Alberta",Equity in business,3,2898
2012,"Calgary, Alberta",Equity in business,4,NA
2012,"Calgary, Alberta",Total debts,0,19607
2012,"Calgary, Alberta",Total debts,1,30337
2012,"Calgary, Alberta",Total debts,2,23165
2012,"Calgary, Alberta",Total debts,3,8970
2012,"Calgary, Alberta",Total debts,4,NA
2012,"Calgary, Alberta",Mortgages,0,NA
2012,"Calgary, Alberta",Mortgages,1,25542
2012,"Calgary, Alberta",Mortgages,2,17534
2012,"Calgary, Alberta",Mortgages,3,6538
2012,"Calgary, Alberta",Mortgages,4,NA
2012,"Calgary, Alberta",Mortgage on principal residence,0,NA
2012,"Calgary, Alberta",Mortgage on principal residence,1,21790
2012,"Calgary, Alberta",Mortgage on principal residence,2,13562
2012,"Calgary, Alberta",Mortgage on principal residence,3,NA
2012,"Calgary, Alberta",Mortgage on principal residence,4,NA
2012,"Calgary, Alberta",Mortgage on other real estate,0,NA
2012,"Calgary, Alberta",Mortgage on other real estate,1,NA
2012,"Calgary, Alberta",Mortgage on other real estate,2,NA
2012,"Calgary, Alberta",Mortgage on other real estate,3,NA
2012,"Calgary, Alberta",Mortgage on other real estate,4,NA
2012,"Calgary, Alberta",Line of credit,0,NA
2012,"Calgary, Alberta",Line of credit,1,NA
2012,"Calgary, Alberta",Line of credit,2,4217
2012,"Calgary, Alberta",Line of credit,3,1926
2012,"Calgary, Alberta",Line of credit,4,NA
2012,"Calgary, Alberta",Credit card and installment debt,0,466
2012,"Calgary, Alberta",Credit card and installment debt,1,NA
2012,"Calgary, Alberta",Credit card and installment debt,2,369
2012,"Calgary, Alberta",Credit card and installment debt,3,NA
2012,"Calgary, Alberta",Credit card and installment debt,4,NA
2012,"Calgary, Alberta",Student loans,0,NA
2012,"Calgary, Alberta",Student loans,1,NA
2012,"Calgary, Alberta",Student loans,2,NA
2012,"Calgary, Alberta",Student loans,3,NA
2012,"Calgary, Alberta",Student loans,4,NA
2012,"Calgary, Alberta",Vehicle loans,0,NA
2012,"Calgary, Alberta",Vehicle loans,1,NA
2012,"Calgary, Alberta",Vehicle loans,2,NA
2012,"Calgary, Alberta",Vehicle loans,3,NA
2012,"Calgary, Alberta",Vehicle loans,4,NA
2012,"Calgary, Alberta",Other debt,0,NA
2012,"Calgary, Alberta",Other debt,1,NA
2012,"Calgary, Alberta",Other debt,2,NA
2012,"Calgary, Alberta",Other debt,3,NA
2012,"Calgary, Alberta",Other debt,4,NA
2012,"Calgary, Alberta",Net Worth (assets less debts),0,30507
2012,"Calgary, Alberta",Net Worth (assets less debts),1,59115
2012,"Calgary, Alberta",Net Worth (assets less debts),2,91571
2012,"Calgary, Alberta",Net Worth (assets less debts),3,71912
2012,"Calgary, Alberta",Net Worth (assets less debts),4,75043
2016,"Calgary, Alberta",Private pension assets,0,9430
2016,"Calgary, Alberta",Private pension assets,1,20965
2016,"Calgary, Alberta",Private pension assets,2,28096
2016,"Calgary, Alberta",Private pension assets,3,44638
2016,"Calgary, Alberta",Private pension assets,4,31460
2016,"Calgary, Alberta","Registered Retirement Savings Plans (RRSPs), Registered Retirement Income Funds (RRIFs), Locked-in Retirement Accounts (LIRAs) and other",0,4007
2016,"Calgary, Alberta","Registered Retirement Savings Plans (RRSPs), Registered Retirement Income Funds (RRIFs), Locked-in Retirement Accounts (LIRAs) and other",1,9591
2016,"Calgary, Alberta","Registered Retirement Savings Plans (RRSPs), Registered Retirement Income Funds (RRIFs), Locked-in Retirement Accounts (LIRAs) and other",2,14917
2016,"Calgary, Alberta","Registered Retirement Savings Plans (RRSPs), Registered Retirement Income Funds (RRIFs), Locked-in Retirement Accounts (LIRAs) and other",3,25102
2016,"Calgary, Alberta","Registered Retirement Savings Plans (RRSPs), Registered Retirement Income Funds (RRIFs), Locked-in Retirement Accounts (LIRAs) and other",4,16828
2016,"Calgary, Alberta",Employer-sponsored Registered Pension Plans (EPPs),0,5424
2016,"Calgary, Alberta",Employer-sponsored Registered Pension Plans (EPPs),1,11374
2016,"Calgary, Alberta",Employer-sponsored Registered Pension Plans (EPPs),2,13178
2016,"Calgary, Alberta",Employer-sponsored Registered Pension Plans (EPPs),3,19536
2016,"Calgary, Alberta",Employer-sponsored Registered Pension Plans (EPPs),4,14632
2016,"Calgary, Alberta","Financial assets, non pension",0,5290
2016,"Calgary, Alberta","Financial assets, non pension",1,12563
2016,"Calgary, Alberta","Financial assets, non pension",2,12692
2016,"Calgary, Alberta","Financial assets, non pension",3,65001
2016,"Calgary, Alberta","Financial assets, non pension",4,32905
2016,"Calgary, Alberta",Deposits in financial institutions,0,1751
2016,"Calgary, Alberta",Deposits in financial institutions,1,2189
2016,"Calgary, Alberta",Deposits in financial institutions,2,3236
2016,"Calgary, Alberta",Deposits in financial institutions,3,12881
2016,"Calgary, Alberta",Deposits in financial institutions,4,4738
2016,"Calgary, Alberta","Mutual funds, investment funds  and income trusts",0,NA
2016,"Calgary, Alberta","Mutual funds, investment funds  and income trusts",1,NA
2016,"Calgary, Alberta","Mutual funds, investment funds  and income trusts",2,NA
2016,"Calgary, Alberta","Mutual funds, investment funds  and income trusts",3,NA
2016,"Calgary, Alberta","Mutual funds, investment funds  and income trusts",4,NA
2016,"Calgary, Alberta",Stocks,0,NA
2016,"Calgary, Alberta",Stocks,1,NA
2016,"Calgary, Alberta",Stocks,2,NA
2016,"Calgary, Alberta",Stocks,3,NA
2016,"Calgary, Alberta",Stocks,4,NA
2016,"Calgary, Alberta",Bonds (saving and other),0,NA
2016,"Calgary, Alberta",Bonds (saving and other),1,NA
2016,"Calgary, Alberta",Bonds (saving and other),2,NA
2016,"Calgary, Alberta",Bonds (saving and other),3,NA
2016,"Calgary, Alberta",Bonds (saving and other),4,NA
2016,"Calgary, Alberta",Tax Free Saving Accounts (TFSA),0,1318
2016,"Calgary, Alberta",Tax Free Saving Accounts (TFSA),1,1400
2016,"Calgary, Alberta",Tax Free Saving Accounts (TFSA),2,1272
2016,"Calgary, Alberta",Tax Free Saving Accounts (TFSA),3,1517
2016,"Calgary, Alberta",Tax Free Saving Accounts (TFSA),4,1917
2016,"Calgary, Alberta",Other financial assets,0,NA
2016,"Calgary, Alberta",Other financial assets,1,3135
2016,"Calgary, Alberta",Other financial assets,2,2317
2016,"Calgary, Alberta",Other financial assets,3,11186
2016,"Calgary, Alberta",Other financial assets,4,NA
2016,"Calgary, Alberta",Non-financial assets,0,38901
2016,"Calgary, Alberta",Non-financial assets,1,81834
2016,"Calgary, Alberta",Non-financial assets,2,64125
2016,"Calgary, Alberta",Non-financial assets,3,69820
2016,"Calgary, Alberta",Non-financial assets,4,68217
2016,"Calgary, Alberta",Principal residence,0,29478
2016,"Calgary, Alberta",Principal residence,1,55712
2016,"Calgary, Alberta",Principal residence,2,44560
2016,"Calgary, Alberta",Principal residence,3,45150
2016,"Calgary, Alberta",Principal residence,4,34270
2016,"Calgary, Alberta",Other real estate,0,NA
2016,"Calgary, Alberta",Other real estate,1,NA
2016,"Calgary, Alberta",Other real estate,2,13724
2016,"Calgary, Alberta",Other real estate,3,17317
2016,"Calgary, Alberta",Other real estate,4,29829
2016,"Calgary, Alberta",Vehicles,0,2773
2016,"Calgary, Alberta",Vehicles,1,5066
2016,"Calgary, Alberta",Vehicles,2,2931
2016,"Calgary, Alberta",Vehicles,3,2811
2016,"Calgary, Alberta",Vehicles,4,1549
2016,"Calgary, Alberta",Other non-financial assets,0,2395
2016,"Calgary, Alberta",Other non-financial assets,1,5621
2016,"Calgary, Alberta",Other non-financial assets,2,2911
2016,"Calgary, Alberta",Other non-financial assets,3,4542
2016,"Calgary, Alberta",Other non-financial assets,4,2568
2016,"Calgary, Alberta",Equity in business,0,NA
2016,"Calgary, Alberta",Equity in business,1,10287
2016,"Calgary, Alberta",Equity in business,2,NA
2016,"Calgary, Alberta",Equity in business,3,5036
2016,"Calgary, Alberta",Equity in business,4,NA
2016,"Calgary, Alberta",Total debts,0,21661
2016,"Calgary, Alberta",Total debts,1,37116
2016,"Calgary, Alberta",Total debts,2,23502
2016,"Calgary, Alberta",Total debts,3,20322
2016,"Calgary, Alberta",Total debts,4,12505
2016,"Calgary, Alberta",Mortgages,0,18878
2016,"Calgary, Alberta",Mortgages,1,33106
2016,"Calgary, Alberta",Mortgages,2,18960
2016,"Calgary, Alberta",Mortgages,3,15005
2016,"Calgary, Alberta",Mortgages,4,NA
2016,"Calgary, Alberta",Mortgage on principal residence,0,16446
2016,"Calgary, Alberta",Mortgage on principal residence,1,26571
2016,"Calgary, Alberta",Mortgage on principal residence,2,14304
2016,"Calgary, Alberta",Mortgage on principal residence,3,9257
2016,"Calgary, Alberta",Mortgage on principal residence,4,NA
2016,"Calgary, Alberta",Mortgage on other real estate,0,NA
2016,"Calgary, Alberta",Mortgage on other real estate,1,NA
2016,"Calgary, Alberta",Mortgage on other real estate,2,NA
2016,"Calgary, Alberta",Mortgage on other real estate,3,NA
2016,"Calgary, Alberta",Mortgage on other real estate,4,NA
2016,"Calgary, Alberta",Line of credit,0,NA
2016,"Calgary, Alberta",Line of credit,1,1544
2016,"Calgary, Alberta",Line of credit,2,2467
2016,"Calgary, Alberta",Line of credit,3,3271
2016,"Calgary, Alberta",Line of credit,4,NA
2016,"Calgary, Alberta",Credit card and installment debt,0,275
2016,"Calgary, Alberta",Credit card and installment debt,1,545
2016,"Calgary, Alberta",Credit card and installment debt,2,541
2016,"Calgary, Alberta",Credit card and installment debt,3,NA
2016,"Calgary, Alberta",Credit card and installment debt,4,NA
2016,"Calgary, Alberta",Student loans,0,563
2016,"Calgary, Alberta",Student loans,1,NA
2016,"Calgary, Alberta",Student loans,2,NA
2016,"Calgary, Alberta",Student loans,3,NA
2016,"Calgary, Alberta",Student loans,4,NA
2016,"Calgary, Alberta",Vehicle loans,0,1244
2016,"Calgary, Alberta",Vehicle loans,1,1274
2016,"Calgary, Alberta",Vehicle loans,2,751
2016,"Calgary, Alberta",Vehicle loans,3,NA
2016,"Calgary, Alberta",Vehicle loans,4,NA
2016,"Calgary, Alberta",Other debt,0,NA
2016,"Calgary, Alberta",Other debt,1,NA
2016,"Calgary, Alberta",Other debt,2,NA
2016,"Calgary, Alberta",Other debt,3,NA
2016,"Calgary, Alberta",Other debt,4,NA
2016,"Calgary, Alberta",Net Worth (assets less debts),0,32867
2016,"Calgary, Alberta",Net Worth (assets less debts),1,88533
2016,"Calgary, Alberta",Net Worth (assets less debts),2,86105
2016,"Calgary, Alberta",Net Worth (assets less debts),3,164172
2016,"Calgary, Alberta",Net Worth (assets less debts),4,122652
